course,lo,level,justification,complexity,cognitive_category,department
Introduction to Neural and Cognitive Modeling,CO-2: identify the differences and similarities of how mathematical principles are applied for various levels of nervous system – from neuron to behavior,Analyze,"The verb 'identify' in the context of 'differences and similarities' requires breaking down information and finding relationships, which falls under the 'Analyze' level.",4,Higher-Order Thinking,Other
Introduction to Neural and Cognitive Modeling,CO-3: analyze and evaluate model components and relate them to the functions of the neural system,Evaluate,"The verbs 'analyze' and 'evaluate' directly correspond to the 'Analyze' and 'Evaluate' levels of Bloom's Taxonomy, with 'evaluate' being the dominant action.",5,Higher-Order Thinking,Other
Introduction to Neural and Cognitive Modeling,CO-4: design computational solutions to novel problems and phenomena of neuroscience and evaluate their goodness of fit to the actual empirical data from neuroscience,Create,"The verb 'design' implies generating new solutions, which is the core of the 'Create' level in Bloom's Taxonomy.",6,Higher-Order Thinking,Other
Introduction to Neural and Cognitive Modeling,CO-5: analyze and compare the strengths and limitations of computational models in explaining brain/mind/behavior,Analyze,"The verbs 'analyze' and 'compare' require breaking down information and identifying relationships, aligning with the 'Analyze' level.",4,Higher-Order Thinking,Other
Introduction to Neural and Cognitive Modeling,"CO-6: Appreciate the functional insights that computational model gives about the complex cognitive system, develop novel computational models and reflect on how these enable practical solutions",Create,"The verb 'develop' implies generating new models, which is the core of the 'Create' level in Bloom's Taxonomy.",6,Higher-Order Thinking,Other
Introduction to Philosophy,CO1: Explain the nature and scope of Philosophical inquiry,Understand,"The verb 'Explain' indicates a need to demonstrate comprehension of the nature and scope, moving beyond simple recall.",2,Lower-Order Thinking,Humanities & Social Sciences
Introduction to Philosophy,CO2: Identify the issues pertaining to the validity of Knowledge,Understand,"'Identify' suggests recognizing and understanding the issues, rather than simply remembering them.",2,Lower-Order Thinking,Humanities & Social Sciences
Introduction to Philosophy,CO3: Distinguish between the objective and subjective knowledge and to be able to identify the different approaches,Analyze,"The verb 'Distinguish' requires breaking down knowledge into its components (objective vs. subjective) and identifying differences, indicating analytical skills.",4,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Philosophy,C04: Analyze the questions and methods related to self-understanding as different from the scientific inquiry,Analyze,"The verb 'Analyze' directly calls for breaking down the questions and methods and examining their relationships, fitting the analysis level.",4,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Philosophy,CO5: Evaluate the debates in the domain of knowledge and belief-formation,Evaluate,"The verb 'Evaluate' requires making judgments about the debates, using criteria to assess their validity, which is characteristic of the evaluation level.",5,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO1: Describe the concept of politics and identify the general scope and methods of Political Science at an introductory level,Understand,"The verbs 'describe' and 'identify' require the learner to explain and recognize concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO2: Explain range of academic theories relating to key concepts of Political Science,Understand,"The verb 'explain' directly indicates the need to convey meaning and understanding of theories, fitting the 'Understand' level.",2,Lower-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO3: Analyze the different features of Constitution and democratic institutions in India,Analyze,"The verb 'analyze' explicitly requires breaking down information into parts and examining relationships, which is the core of the 'Analyze' level.",4,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO4: Evaluate the political process in India and suggest policy recommendations for reforms,Evaluate,"The verbs 'evaluate' and 'suggest' require making judgments and proposing solutions based on criteria, aligning with the 'Evaluate' level.",5,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO5: Assess the nature of Constitutional Government and Democracy in India from various perspectives,Evaluate,"The verb 'assess' implies making judgments about the quality or value of something, which falls under the 'Evaluate' level.",5,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Politics,CO6: Develop one’s own understanding on how to address contemporary challenges in the Indian Political System,Create,"The verb 'develop' suggests generating a new understanding or approach, which is characteristic of the 'Create' level.",6,Higher-Order Thinking,Humanities & Social Sciences
Introduction to Quantum Field Theory,CO-1: Explain the need for a quantum field theoretic description of nature,Understand,"The verb 'Explain' indicates an understanding of the reasons behind a concept, requiring interpretation and summarization of information.",2,Lower-Order Thinking,Physics
Introduction to Quantum Field Theory,CO-2: Recognize the basic differences between wave function and quantum field,Understand,"'Recognize' implies comprehension and the ability to identify distinctions between concepts, falling under the understanding level.",2,Lower-Order Thinking,Physics
Introduction to Quantum Field Theory,CO-3: Discuss the idea of second quantization,Understand,"The verb 'Discuss' suggests exploring and explaining a concept, indicating comprehension and interpretation.",2,Lower-Order Thinking,Physics
Introduction to Quantum Field Theory,"CO-4: Apply second quantization to scalar, spinor, and electromagnetic field",Apply,"'Apply' directly indicates using a procedure (second quantization) in a new context (different fields), which is the core of the Apply level.",3,Higher-Order Thinking,Physics
Introduction to Quantum Field Theory,CO-5: Calculate transition amplitudes and scattering cross-section for different processes,Apply,"'Calculate' requires using procedures and formulas to solve problems, fitting the 'Apply' level.",3,Higher-Order Thinking,Physics
Introduction to Quantum Field Theory,CO-6: Recognize the conceptual challenges in the quantum field theory,Understand,"'Recognize' implies comprehension of the challenges, requiring the ability to identify and understand them.",2,Lower-Order Thinking,Physics
Introduction to Remote Sensing,CO-1: Explain the processes of optical remote sensing,Understand,"The verb 'Explain' requires the learner to demonstrate comprehension of the processes, going beyond simple recall.",2,Lower-Order Thinking,Other
Introduction to Remote Sensing,CO-2: Describe various sensors and their image characteristics,Understand,"'Describe' implies understanding and being able to articulate the characteristics of the sensors, not just remembering them.",2,Lower-Order Thinking,Other
Introduction to Remote Sensing,CO-3: Extract information from satellite imagery using conventional methods,Apply,"The verb 'Extract' indicates the learner will use known methods to obtain information from imagery, demonstrating application of knowledge.",3,Higher-Order Thinking,Other
Introduction to Remote Sensing,CO-4: Apply advanced computational techniques for feature extraction,Apply,"'Apply' directly indicates the use of techniques in a practical context, fitting the Apply level.",3,Higher-Order Thinking,Other
Introduction to Remote Sensing,"CO-5: Discuss satellite imagery applications (ex. Forest, Urban, Agriculture)",Understand,"'Discuss' requires the learner to demonstrate understanding of the applications and their relevance, going beyond simple recall of examples.",2,Lower-Order Thinking,Other
Introduction to Remote Sensing,CO-6: Explain the basics of advanced remote sensing technologies,Understand,The verb 'Explain' requires the learner to demonstrate comprehension of the basic principles of the technologies.,2,Lower-Order Thinking,Other
IoT Workshop,CO-1(Understand): Explain the basic elements of an IoT system and the application of IoT for structural engineering,Understand,"The verb 'Explain' indicates an understanding of concepts and the ability to convey that understanding, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
IoT Workshop,CO-2(Analyze): Analyze and solve basic electrical circuits using Kirchhoff’s laws,Analyze,"The verb 'Analyze' directly corresponds to the 'Analyze' level, involving breaking down information and finding relationships.",4,Higher-Order Thinking,Other
IoT Workshop,CO-3(Understand): Describe the working principle of commonly available sensors and actuators,Understand,"The verb 'Describe' implies understanding and the ability to explain how something works, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
IoT Workshop,"CO-4(Understand): Explain the working on microcontrollers, peripherals and its programming",Understand,"The verb 'Explain' indicates comprehension and the ability to articulate how something functions, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
IoT Workshop,CO-5(Apply): Write simple embedded programs and interface common sensors and actuators with Arduino and ESP 32 boards,Apply,"The verb 'Write' and 'Interface' indicate using knowledge in a practical context, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
IoT Workshop,"CO-6(Remember): State and identify different technologies related to Communications and Networking, Cloud Computing and Data Analysis, Interoperability Standards and security, Dashboard and Visualization",Remember,"The verbs 'State' and 'Identify' require recalling information, which is the core of the 'Remember' level.",1,Lower-Order Thinking,Other
IoT Workshop,CO-7(Create): Assess simple designs from IoT application point of view,Evaluate,"The verb 'Assess' implies making judgments based on criteria, which aligns with the 'Evaluate' level, not 'Create'.",5,Higher-Order Thinking,Other
IoT Workshop,CO-8(Create): Develop and implement an IoT-based solution for a real-life problem in the domain of structural engineering,Create,"The verbs 'Develop' and 'Implement' involve generating something new, fitting the 'Create' level.",6,Higher-Order Thinking,Other
Language and Society,1. The course intends to familiarize students with the social dynamics of language in use,Understand,"The verb 'familiarize' suggests gaining understanding of a concept, moving beyond simple recall.",2,Lower-Order Thinking,Humanities & Social Sciences
Language and Society,"2. After doing the course, the students should be able to identify and recognize various phenomena which are at play",Understand,The verbs 'identify' and 'recognize' imply comprehension and the ability to classify information.,2,Lower-Order Thinking,Humanities & Social Sciences
Language and Society,3. The students are expected to be able to classify these phenomena and explain some of their consequences,Understand,The verbs 'classify' and 'explain' indicate a deeper level of understanding and interpretation.,2,Lower-Order Thinking,Humanities & Social Sciences
Language and Society,"4. At the end of the course, the students are expected to be able to analyze language data and employ basic concepts learned during the course for interpreting language data for computational models",Analyze,"The verb 'analyze' directly corresponds to the analysis level of Bloom's Taxonomy, involving breaking down information.",4,Higher-Order Thinking,Humanities & Social Sciences
Language and Society,5. The course should give them the confidence to be able to design and develop computational models in real case scenarios,Create,"The verbs 'design' and 'develop' indicate the creation of something new, aligning with the 'Create' level.",6,Higher-Order Thinking,Humanities & Social Sciences
Language and Society,6. The students will be working on real data projects in teams which will give them experience of working as teams to solve a real problem,Apply,The phrase 'solve a real problem' suggests applying learned knowledge to a practical situation.,3,Higher-Order Thinking,Humanities & Social Sciences
Learning and Memory,CO1- Understand the basic principles of learning and memory in the brain,Understand,"The verb 'Understand' directly indicates comprehension and interpretation of concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Learning and Memory,CO2- Apply the fundamentals of behavior to brain network models,Apply,"The verb 'Apply' signifies using learned information in a new context – applying behavioral fundamentals to brain network models, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Learning and Memory,CO3- Examine the experimental results from research in the field of learning and memory,Analyze,"The verb 'Examine' implies a detailed inspection and breakdown of experimental results, which falls under the 'Analyze' level of Bloom's Taxonomy.",4,Higher-Order Thinking,Other
Learning and Memory,"CO4- Evaluate a chosen topic, understand its current status and propose new ideas",Evaluate,"The verb 'Evaluate' directly indicates making judgments and assessing a topic, aligning with the 'Evaluate' level of Bloom's Taxonomy.",5,Higher-Order Thinking,Other
Learning and Memory,CO5- Develop an experimental design that can propel the field ahead,Create,"The verb 'Develop' signifies generating a new design, which is the highest level of Bloom's Taxonomy – 'Create'.",6,Higher-Order Thinking,Other
The Making of Contemporary India,"CO-1: Identify and explain major political, social, and economic trends and milestones that have made India what it is today",Understand,"The verbs 'identify' and 'explain' suggest comprehension and interpretation of concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
The Making of Contemporary India,CO-2: Understand and describe major frameworks and methods that scholars have used to study India,Understand,"The verbs 'understand' and 'describe' directly indicate comprehension and the ability to articulate concepts, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
The Making of Contemporary India,CO-3: Compare and assess the potential as well as limitations of these frameworks and methods,Evaluate,"The verbs 'compare' and 'assess' require making judgments and evaluating the strengths and weaknesses of frameworks and methods, aligning with the 'Evaluate' level.",5,Higher-Order Thinking,Other
The Making of Contemporary India,CO-4: Apply the essential conceptual foundations taught in this course to other courses that offer in-depth study of related topics and themes,Apply,"The verb 'apply' indicates using learned concepts in a new context (other courses), which is the core of the 'Apply' level.",3,Higher-Order Thinking,Other
The Making of Contemporary India,CO-5: Develop a critical vocabulary and perspective that will contribute to the growth of their individual research voice and expertise at the confluence of computing and human sciences,Create,The verb 'develop' suggests generating something new – a critical vocabulary and perspective – which aligns with the 'Create' level.,6,Higher-Order Thinking,Other
MCS 1 – Probability and Statistics,"CO-1: Understanding the basic probability concepts sample space, events, probability mass function, conditional probability, Bayes Rule, Random Variables, Probability Mass and Density functions, Cumulative distribution function, Expectation, Variance, Bernoulli Binomial, Gaussian, Geometric, Exponential, Poisson distributions",Understand,"The verb 'Understanding' directly indicates comprehension and interpretation of concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Mathematics
MCS 1 – Probability and Statistics,"CO-2: Demonstrate familiarity with use of Linearity of Expectation, Markov’s and Chebyshev’s Inequalities, Law of Large Numbers, Central Limit Theorem",Understand,"The verb 'Demonstrate familiarity' suggests a level of comprehension and the ability to recognize and explain these concepts, fitting the 'Understand' level.",2,Lower-Order Thinking,Mathematics
MCS 1 – Probability and Statistics,"CO-3: Apply principles of Tail bounds and Central Limit Theorem to real world problems in Estimation, Randomized Algorithms, etc",Apply,"The verb 'Apply' directly indicates using learned principles in new situations (real-world problems), which is the core of the 'Apply' level.",3,Higher-Order Thinking,Mathematics
MCS 1 – Probability and Statistics,CO-4: Derive formulas for finding Maximum Likelihood Estimates (MLE) and Maximum Apriori Estimates (MAE) for Probability Models,Apply,"The verb 'Derive' implies using known procedures (mathematical principles) to obtain new results (formulas), aligning with the 'Apply' level.",3,Higher-Order Thinking,Mathematics
MCS 1 – Probability and Statistics,CO-5: Create mathematical models using principles of Probability and analyze them,Create,"The verb 'Create' directly indicates generating something new (mathematical models), which is the highest level of Bloom's Taxonomy.",6,Higher-Order Thinking,Mathematics
MCS 2 - Linear Algebra,"CO-1: Understanding the basic mathematical concepts like vector space, Basis, Linear Transformation, Rank Nullity Theorem, Matrix Representation of Linear Transformations, System of Equations, Determinants",Understand,"The verb 'Understanding' directly indicates comprehension and interpretation of concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Mathematics
MCS 2 - Linear Algebra,"CO-2: Demonstrate familiarity with Eigenvalues, Eigenvectors, Orthogonality and Matrix Decomposition theorems",Understand,"'Demonstrate familiarity' suggests a level of comprehension and the ability to recognize and explain these concepts, fitting the 'Understand' level.",2,Lower-Order Thinking,Mathematics
MCS 2 - Linear Algebra,CO-3: Synthesize proofs of theorems related to Matrices and Vector Spaces using clear mathematical and logical arguments,Create,"The verb 'Synthesize' implies generating something new – in this case, proofs – by combining information, which is characteristic of the 'Create' level.",6,Higher-Order Thinking,Mathematics
MCS 2 - Linear Algebra,"CO-4: Apply principles of Spectral Decomposition and Singular Value Decompositions to real world problems in Image Compression, Principal Component Analysis etc",Apply,"The verb 'Apply' directly indicates using learned principles in new situations (real-world problems), aligning with the 'Apply' level.",3,Higher-Order Thinking,Mathematics
MCS 2 - Linear Algebra,CO-5: Design dimension reduction techniques with approximation guarantees using Best Fit Subspaces,Create,"The verb 'Design' implies creating a new solution or product (dimension reduction techniques), which falls under the 'Create' level.",6,Higher-Order Thinking,Mathematics
MCS 2 - Linear Algebra,CO-6: Create mathematical models using principles of Linear Algebra and analyze them,Create,"The verb 'Create' directly indicates generating something new (mathematical models), aligning with the 'Create' level.",6,Higher-Order Thinking,Mathematics
Mobile Robotics,CO-1: Demonstrate familiarity with different modalities of robotic perception,Understand,"The verb 'demonstrate familiarity' implies explaining or understanding different modalities, rather than simply recalling them.",2,Lower-Order Thinking,Other
Mobile Robotics,CO-2: Analyze robotic perception algorithms in the context of mapping an environment and localizing the robot in the environment,Analyze,"The verb 'analyze' directly indicates breaking down information and examining relationships between algorithms, mapping, and localization.",4,Higher-Order Thinking,Other
Mobile Robotics,CO-3: Explain the significance of mathematical frameworks of functional optimization and probabilistic reasoning in robotic perception and localization tasks,Understand,The verb 'explain' requires interpreting and conveying the importance of the mathematical frameworks.,2,Lower-Order Thinking,Other
Mobile Robotics,"CO-4: Apply principles of functional optimization and visual/lidar based sensing to propose analytical frameworks, algorithms for solving real world problems in robotic perception and navigation",Apply,The verb 'apply' indicates using principles to create solutions for real-world problems.,3,Higher-Order Thinking,Other
Mobile Robotics,CO-5: Create and simulate the algorithms using state of the art software and libraries and evaluate its performance on specified tasks,Create,"The verbs 'create' and 'evaluate' indicate generating new algorithms and assessing their performance, representing the highest level of cognitive processing.",6,Higher-Order Thinking,Other
Modern Coding Theory,"1. Define and name some examples the notion of channels, channel capacity and capacity achieving codes, with examples such as LDPC codes, Reed Muller Codes and Berman Codes, and their application to 5G communication",Remember,"The verbs 'Define' and 'name' indicate a recall of facts and terms related to channels and codes, fitting the 'Remember' level.",1,Lower-Order Thinking,Other
Modern Coding Theory,2. Understand principle of message passing decoding (MPD) and employ MPDfor LDPC Codes for Binary Erasure Channel and Binary Symmetric Channel,Apply,"The verb 'employ' suggests using the principle of MPD in specific scenarios (Binary Erasure and Symmetric Channels), indicating application of a concept.",3,Higher-Order Thinking,Other
Modern Coding Theory,3. Define Reed Muller Codes and demonstrate majority logic decoding,Apply,"The verb 'demonstrate' implies showing how majority logic decoding works, which is applying a procedure.",3,Higher-Order Thinking,Other
Modern Coding Theory,4. Illustrate Capacity Achieving properties of Reed Muller Codes via Boolean function analysis,Understand,"The verb 'Illustrate' suggests explaining and clarifying the properties of Reed Muller Codes, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
Modern Coding Theory,"5. Demonstrate principles of recursive code construction in Berman Codes and Polar Codes, with corresponding capacity achievability results",Apply,"The verb 'Demonstrate' indicates showing how recursive code construction works, which is applying a principle.",3,Higher-Order Thinking,Other
Modern Complexity Theory,"CO-1: Understand different models of computation including Turing Machines, Boolean Circuits and complexity measures of time, space, depth",Understand,The verb 'Understand' directly indicates comprehending and explaining concepts related to models of computation.,2,Lower-Order Thinking,Other
Modern Complexity Theory,"CO-2: Demonstrate familiarity with various complexity classes including P, NP, PSPACE, NC and problems like Halting Problem, 3SAT",Understand,'Demonstrate familiarity' implies a level of comprehension and the ability to explain the concepts of complexity classes.,2,Lower-Order Thinking,Other
Modern Complexity Theory,CO-3: Design reductions between problems to show hardness of solving a problem in a complexity class,Apply,The verb 'Design' indicates using knowledge of reductions to create solutions for demonstrating problem hardness.,3,Higher-Order Thinking,Other
Modern Complexity Theory,CO-4: Synthesize proofs of upper and lower bounds of resources required for solving a computational problem using clear mathematical and logical arguments,Create,"'Synthesize' implies creating something new – in this case, proofs – by combining knowledge of mathematical and logical arguments.",6,Higher-Order Thinking,Other
Modern Complexity Theory,CO-5: Apply principles of NP-Completeness and NP-Hardness to avoid intractability in design of computational problems,Apply,The verb 'Apply' indicates using principles of NP-Completeness and NP-Hardness in a practical context – designing computational problems.,3,Higher-Order Thinking,Other
Modern Complexity Theory,CO-6: Create mathematical models and complexity measures for novel computational models,Create,"'Create' directly implies generating new mathematical models and complexity measures, representing the highest level of cognitive processing.",6,Higher-Order Thinking,Other
Music Workshop,CO-1 Understand the scope of research in music,Understand,"The verb 'Understand' directly indicates comprehending and grasping the meaning of the scope of research, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
Music Workshop,CO-2 Realise the potential of a thought as a seed to a productive work,Understand,"The verb 'Realise' implies comprehension and awareness of the potential, aligning with the 'Understand' level.",2,Lower-Order Thinking,Other
Music Workshop,CO-3 Understand the relevance of music as an integral part of human life,Understand,"The verb 'Understand' directly indicates comprehending the relevance, fitting the 'Understand' level.",2,Lower-Order Thinking,Other
Music Workshop,CO-4 Develop an inter disciplinary perspective on music,Create,"The verb 'Develop' suggests constructing or generating a new perspective, which aligns with the 'Create' level.",6,Higher-Order Thinking,Other
Music Workshop,"CO-5 Come up with a work of their own, related to music",Create,The phrase 'Come up with' implies generating something new – a work – which is characteristic of the 'Create' level.,6,Higher-Order Thinking,Other
"Network, Signals & Systems","CO-1 Describe various circuit elements (R, C, L), supply (current, voltage), devices (op amp, diode).",Remember,The verb 'Describe' implies recalling facts and basic concepts related to circuit elements and devices.,1,Lower-Order Thinking,Electronics & Communication
"Network, Signals & Systems","CO-2 Explain the operation and characteristics of each circuit element, behavior in specific circuit configuration (DC, AC, series, parallel, mixed).",Understand,The verb 'Explain' indicates interpreting and understanding the operation and characteristics of circuit elements.,2,Lower-Order Thinking,Electronics & Communication
"Network, Signals & Systems","CO-3 Calculate equivalent circuit parameters (Thevenin, Norton), node voltages, branch currents etc. using reduction, KCL, KVL and reduction techniques.",Apply,"The verb 'Calculate' implies using procedures (reduction, KCL, KVL) to solve problems.",3,Higher-Order Thinking,Electronics & Communication
"Network, Signals & Systems","CO-4 Calculate circuit response (steady state, transient) to various input stimulation and also explainthe concept of time constant for RC, RL and RLC circuits.",Apply,The verb 'Calculate' and 'Explain' both suggest applying knowledge and understanding concepts.,3,Higher-Order Thinking,Electronics & Communication
"Network, Signals & Systems","CO-5 Demonstrate understanding of and calculate Power, Energy, Loss and phasors w.r.t. circuit.",Apply,The verbs 'Demonstrate' and 'Calculate' suggest applying knowledge and understanding concepts.,3,Higher-Order Thinking,Electronics & Communication
"Network, Signals & Systems",CO-6 Apply the above concepts to analyze and solve a real-life circuit problem.,Apply,The verb 'Apply' and 'Solve' directly indicate using learned concepts in a new situation.,3,Higher-Order Thinking,Electronics & Communication
"Network, Signals & Systems",CO-7 Describe signals using various representations including Fourier series representation for periodic signals,Remember,The verb 'Describe' implies recalling facts and basic concepts related to signal representations.,1,Lower-Order Thinking,Electronics & Communication
"Network, Signals & Systems",CO-8 Describe systems abstractly using block diagrams and differential equations,Understand,The verb 'Describe' implies understanding and explaining systems using abstract representations.,2,Lower-Order Thinking,Electronics & Communication
"Network, Signals & Systems",CO-9 Apply convolution operation and impulse responses for system analysis,Apply,The verb 'Apply' directly indicates using procedures to analyze systems.,3,Higher-Order Thinking,Electronics & Communication
"Network, Signals & Systems",CO-10 Analyze signals and systems using Laplace transform representation,Analyze,The verb 'Analyze' implies breaking down signals and systems to understand their components using Laplace transforms.,4,Higher-Order Thinking,Electronics & Communication
Open Quantum systems and Quantum Thermodynamics,"1. After the course, the students will have a fundamental understanding about kinematics and dynamics of noisy quantum systems.",Understand,"The verb 'understanding' implies interpreting and explaining concepts, which falls under the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Physics
Open Quantum systems and Quantum Thermodynamics,"2. Students will also have basic ideas on current research directions in quantum thermodynamics, a little of quantum communication, quantum information and quantum entanglement detection.",Remember,"The verb 'have ideas' suggests recalling basic concepts and information, aligning with the 'Remember' level.",1,Lower-Order Thinking,Physics
Open Quantum systems and Quantum Thermodynamics,3. Students will have basic training on research in related topics through projects.,Apply,"The phrase 'basic training on research' implies using learned concepts in a practical setting (projects), which aligns with the 'Apply' level.",3,Higher-Order Thinking,Physics
Open Quantum systems and Quantum Thermodynamics,"4. Students will have a firm background for pursuing a MS thesis in quantum information, communication and thermodynamics.",Understand,"Having a 'firm background' suggests a comprehensive understanding of the subject matter, fitting the 'Understand' level.",2,Lower-Order Thinking,Physics
Open Quantum systems and Quantum Thermodynamics,5. The course can be understood as a pre-PhD course related to quantum information science in general.,Understand,"The verb 'understood' implies interpreting and comprehending the course's role, aligning with the 'Understand' level.",2,Lower-Order Thinking,Physics
Operating Systems and Networks,CO-1. Extend the concepts of layering and modularity to build new software systems,Create,"The verb 'extend' and 'build' imply generating something new by combining existing concepts, which aligns with the Create level.",6,Higher-Order Thinking,Electronics & Communication
Operating Systems and Networks,CO-2. Develop appropriate scheduling/synchronization/memory management/ virtual memory/protection module for a new task-specific operating system.,Apply,"The verb 'develop' suggests using known procedures and concepts (scheduling, synchronization, etc.) to create a module for a new situation, fitting the Apply level.",3,Higher-Order Thinking,Electronics & Communication
Operating Systems and Networks,CO-3: Implement an application on the top of given operating system in an efficient manner based on process and thread framework available in the given operating system.,Apply,"The verb 'implement' indicates using existing knowledge (process and thread framework) to create an application, aligning with the Apply level.",3,Higher-Order Thinking,Electronics & Communication
Operating Systems and Networks,CO-4. Architect the given system on the top of operating systems by exploiting the system calls of the given operating system services as far as possible.,Create,"The verb 'architect' implies designing and creating a system structure, which falls under the Create level.",6,Higher-Order Thinking,Electronics & Communication
Operating Systems and Networks,CO-5. Develop a network-based application by exploiting networking related system calls.,Apply,"The verb 'develop' suggests using existing knowledge (networking system calls) to create an application, fitting the Apply level.",3,Higher-Order Thinking,Electronics & Communication
Physics of Early Universe,CO-1 Explain the large-scale structure of the universe and its observational components,Understand,"The verb 'Explain' indicates an understanding of concepts and the ability to convey that understanding, fitting the 'Understand' level.",2,Lower-Order Thinking,Physics
Physics of Early Universe,"CO-2 Demonstrate understanding of how mass, radiation distribution shapes the dynamics of the universe",Understand,'Demonstrate understanding' implies going beyond simple recall and showing comprehension of the relationship between mass/radiation and dynamics.,2,Lower-Order Thinking,Physics
Physics of Early Universe,CO-3 Apply their knowledge and calculate dynamical properties of few model universe,Apply,"The verbs 'Apply' and 'calculate' directly indicate using knowledge in a practical way to solve problems, aligning with the 'Apply' level.",3,Higher-Order Thinking,Physics
Physics of Early Universe,CO-4 Discover the thermal history of the early universe,Create,"'Discover' suggests generating new understanding or insights, which is characteristic of the 'Create' level.",6,Higher-Order Thinking,Physics
Physics of Early Universe,CO-5 Familiarize themselves with several unsolved problems in the research of cosmology,Remember,"'Familiarize' implies a basic level of recall and recognition of information, fitting the 'Remember' level.",1,Lower-Order Thinking,Physics
Principles of Programming Languages (PoPL),CO1: Document Abstract Syntax Document and critique the abstract syntax of industrial scale programming language like C or Java.,Evaluate,"The verbs 'critique' and 'document' imply making judgments about the quality and characteristics of abstract syntax, requiring evaluation skills.",5,Higher-Order Thinking,Computer Science & Engineering
Principles of Programming Languages (PoPL),"CO2: Design domain specific languages Design a small, domain purpose languages like a language for propositional logic and implement them.",Create,The verb 'design' and 'implement' indicate the generation of something new – a domain-specific language – which falls into the creation level.,6,Higher-Order Thinking,Computer Science & Engineering
Principles of Programming Languages (PoPL),"CO3: Design object small, oriented language Design a small object-oriented language implement it either using an interpreter or by embedding it into a base language.",Create,"The verbs 'design' and 'implement' require the learner to generate a new object-oriented language, aligning with the 'Create' level.",6,Higher-Order Thinking,Computer Science & Engineering
Principles of Programming Languages (PoPL),"CO4: Compare languages Compare and analyse the semantic expressibility (in terms of first-class values) between imperative languages like C and functional languages Racket, and object-oriented languages like Java and Python.",Analyze,"The verbs 'compare' and 'analyse' require breaking down the semantic expressibility of different languages and identifying relationships between them, which is characteristic of the 'Analyze' level.",4,Higher-Order Thinking,Computer Science & Engineering
Principles of Programming Languages (PoPL),CO5: Specify application interfaces Specify the structure of a software application like a spreadsheet or a word processor in terms of its interface as a language of user operations and its internal structure as an abstract machine.,Apply,"The verb 'specify' suggests using knowledge of application interfaces and abstract machines to describe the structure of software, which is applying concepts to a new situation.",3,Higher-Order Thinking,Computer Science & Engineering
Principles of Semiconductor Devices,"CO-1: Describe quantum mechanics basics: Heisenberg’s principle, energy band (conduction & valance bands, energy gap).",Understand,"The verb 'Describe' implies explaining and interpreting concepts, aligning with the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Principles of Semiconductor Devices,"CO-2: Explain the basic physics for PN junctions, MOS, MS junctions, MOSFET & BJT",Understand,"The verb 'Explain' requires interpreting and clarifying concepts, which falls under the 'Understand' level of Bloom's Taxonomy.",2,Lower-Order Thinking,Other
Principles of Semiconductor Devices,CO-3: Calculate basic semiconductor device parameters and solve problems related to design of above-mentioned semiconductor devices.,Apply,"The verbs 'Calculate' and 'Solve' indicate using procedures and concepts in new situations, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Other
Principles of Semiconductor Devices,CO-4: Design very simple diode & MOSFET circuits,Create,"The verb 'Design' implies generating new work or products by combining elements, aligning with the 'Create' level of Bloom's Taxonomy.",6,Higher-Order Thinking,Other
Probability and Random Processes,"CO-1: Describe the probability space associated with an experiment, conditional probability and Bayes theorem",Understand,"The verb 'Describe' implies explaining and interpreting concepts related to probability, aligning with the 'Understand' level.",2,Lower-Order Thinking,Mathematics
Probability and Random Processes,CO-2: Give examples of discrete and continuous random variables and their distributions,Understand,"'Give examples' requires demonstrating comprehension by illustrating concepts, fitting the 'Understand' level.",2,Lower-Order Thinking,Mathematics
Probability and Random Processes,"CO-3: Calculate conditional and marginal distributions, distributions of functions of random variables, expectation and variance",Apply,"The verb 'Calculate' indicates using procedures to solve problems, which is characteristic of the 'Apply' level.",3,Higher-Order Thinking,Mathematics
